pair;ProtA;ProtB;Reactome;Corum;database;inComplex
O43809-Q05048;O43809;Q05048;TRUE;FALSE;ReactomeOnly;yes
O43809-Q09161;O43809;Q09161;TRUE;TRUE;both;yes
O43809-Q10570;O43809;Q10570;TRUE;FALSE;ReactomeOnly;yes
O43809-Q12996;O43809;Q12996;TRUE;FALSE;ReactomeOnly;yes
O43809-Q6UN15;O43809;Q6UN15;TRUE;FALSE;ReactomeOnly;yes
O43809-Q86U42;O43809;Q86U42;TRUE;FALSE;ReactomeOnly;yes
O43809-Q8N684;O43809;Q8N684;TRUE;TRUE;both;yes
O43809-Q92797;O43809;Q92797;TRUE;FALSE;ReactomeOnly;yes
O43809-Q92989;O43809;Q92989;TRUE;TRUE;both;yes
O43809-Q9C0J8;O43809;Q9C0J8;TRUE;FALSE;ReactomeOnly;yes
O43809-Q9H0L4;O43809;Q9H0L4;TRUE;FALSE;ReactomeOnly;yes
O43809-Q9P2I0;O43809;Q9P2I0;TRUE;FALSE;ReactomeOnly;yes
O43809-Q9UKF6;O43809;Q9UKF6;TRUE;TRUE;both;yes
O94913-O95639;O94913;O95639;TRUE;FALSE;ReactomeOnly;yes
O94913-P33240;O94913;P33240;TRUE;FALSE;ReactomeOnly;yes
O94913-P51003;O94913;P51003;TRUE;FALSE;ReactomeOnly;yes
O94913-Q05048;O94913;Q05048;TRUE;FALSE;ReactomeOnly;yes
O94913-Q09161;O94913;Q09161;TRUE;FALSE;ReactomeOnly;yes
O94913-Q10570;O94913;Q10570;TRUE;FALSE;ReactomeOnly;yes
O94913-Q12996;O94913;Q12996;TRUE;FALSE;ReactomeOnly;yes
O94913-Q6UN15;O94913;Q6UN15;TRUE;FALSE;ReactomeOnly;yes
O94913-Q86U42;O94913;Q86U42;TRUE;FALSE;ReactomeOnly;yes
O94913-Q8N684;O94913;Q8N684;TRUE;TRUE;both;yes
O94913-Q92797;O94913;Q92797;TRUE;FALSE;ReactomeOnly;yes
O94913-Q92989;O94913;Q92989;TRUE;TRUE;both;yes
O94913-Q9C0J8;O94913;Q9C0J8;TRUE;FALSE;ReactomeOnly;yes
O94913-Q9H0L4;O94913;Q9H0L4;TRUE;FALSE;ReactomeOnly;yes
O94913-Q9P2I0;O94913;Q9P2I0;TRUE;FALSE;ReactomeOnly;yes
O94913-Q9UKF6;O94913;Q9UKF6;TRUE;TRUE;both;yes
O95639-P51003;O95639;P51003;TRUE;FALSE;ReactomeOnly;yes
O95639-Q86U42;O95639;Q86U42;TRUE;FALSE;ReactomeOnly;yes
O95639-Q8N684;O95639;Q8N684;TRUE;FALSE;ReactomeOnly;yes
O95639-Q92989;O95639;Q92989;TRUE;FALSE;ReactomeOnly;yes
P33240-P51003;P33240;P51003;TRUE;FALSE;ReactomeOnly;yes
P33240-Q86U42;P33240;Q86U42;TRUE;FALSE;ReactomeOnly;yes
P33240-Q8N684;P33240;Q8N684;TRUE;FALSE;ReactomeOnly;yes
P33240-Q92989;P33240;Q92989;TRUE;FALSE;ReactomeOnly;yes
P51003-Q05048;P51003;Q05048;TRUE;FALSE;ReactomeOnly;yes
P51003-Q09161;P51003;Q09161;TRUE;FALSE;ReactomeOnly;yes
P51003-Q10570;P51003;Q10570;TRUE;FALSE;ReactomeOnly;yes
P51003-Q12996;P51003;Q12996;TRUE;FALSE;ReactomeOnly;yes
P51003-Q6UN15;P51003;Q6UN15;TRUE;FALSE;ReactomeOnly;yes
P51003-Q86U42;P51003;Q86U42;TRUE;FALSE;ReactomeOnly;yes
P51003-Q8N684;P51003;Q8N684;TRUE;FALSE;ReactomeOnly;yes
P51003-Q92797;P51003;Q92797;TRUE;FALSE;ReactomeOnly;yes
P51003-Q92989;P51003;Q92989;TRUE;FALSE;ReactomeOnly;yes
P51003-Q9C0J8;P51003;Q9C0J8;TRUE;FALSE;ReactomeOnly;yes
P51003-Q9H0L4;P51003;Q9H0L4;TRUE;FALSE;ReactomeOnly;yes
P51003-Q9P2I0;P51003;Q9P2I0;TRUE;FALSE;ReactomeOnly;yes
P51003-Q9UKF6;P51003;Q9UKF6;TRUE;FALSE;ReactomeOnly;yes
Q05048-Q86U42;Q05048;Q86U42;TRUE;FALSE;ReactomeOnly;yes
Q05048-Q8N684;Q05048;Q8N684;TRUE;FALSE;ReactomeOnly;yes
Q05048-Q92989;Q05048;Q92989;TRUE;FALSE;ReactomeOnly;yes
Q09161-Q86U42;Q09161;Q86U42;TRUE;FALSE;ReactomeOnly;yes
Q09161-Q8N684;Q09161;Q8N684;TRUE;FALSE;ReactomeOnly;yes
Q09161-Q92989;Q09161;Q92989;TRUE;FALSE;ReactomeOnly;yes
Q10570-Q86U42;Q10570;Q86U42;TRUE;FALSE;ReactomeOnly;yes
Q10570-Q8N684;Q10570;Q8N684;TRUE;FALSE;ReactomeOnly;yes
Q10570-Q92989;Q10570;Q92989;TRUE;FALSE;ReactomeOnly;yes
Q12996-Q86U42;Q12996;Q86U42;TRUE;FALSE;ReactomeOnly;yes
Q12996-Q8N684;Q12996;Q8N684;TRUE;FALSE;ReactomeOnly;yes
Q12996-Q92989;Q12996;Q92989;TRUE;FALSE;ReactomeOnly;yes
Q6UN15-Q86U42;Q6UN15;Q86U42;TRUE;FALSE;ReactomeOnly;yes
Q6UN15-Q8N684;Q6UN15;Q8N684;TRUE;FALSE;ReactomeOnly;yes
Q6UN15-Q92989;Q6UN15;Q92989;TRUE;FALSE;ReactomeOnly;yes
Q86U42-Q8N684;Q86U42;Q8N684;TRUE;FALSE;ReactomeOnly;yes
Q86U42-Q92797;Q86U42;Q92797;TRUE;FALSE;ReactomeOnly;yes
Q86U42-Q92989;Q86U42;Q92989;TRUE;FALSE;ReactomeOnly;yes
Q86U42-Q9C0J8;Q86U42;Q9C0J8;TRUE;FALSE;ReactomeOnly;yes
Q86U42-Q9H0L4;Q86U42;Q9H0L4;TRUE;FALSE;ReactomeOnly;yes
Q86U42-Q9P2I0;Q86U42;Q9P2I0;TRUE;FALSE;ReactomeOnly;yes
Q86U42-Q9UKF6;Q86U42;Q9UKF6;TRUE;FALSE;ReactomeOnly;yes
Q8N684-Q92797;Q8N684;Q92797;TRUE;FALSE;ReactomeOnly;yes
Q8N684-Q92989;Q8N684;Q92989;TRUE;TRUE;both;yes
Q8N684-Q9C0J8;Q8N684;Q9C0J8;TRUE;FALSE;ReactomeOnly;yes
Q8N684-Q9H0L4;Q8N684;Q9H0L4;TRUE;FALSE;ReactomeOnly;yes
Q8N684-Q9P2I0;Q8N684;Q9P2I0;TRUE;FALSE;ReactomeOnly;yes
Q8N684-Q9UKF6;Q8N684;Q9UKF6;TRUE;TRUE;both;yes
Q92797-Q92989;Q92797;Q92989;TRUE;FALSE;ReactomeOnly;yes
Q92989-Q9C0J8;Q92989;Q9C0J8;TRUE;FALSE;ReactomeOnly;yes
Q92989-Q9H0L4;Q92989;Q9H0L4;TRUE;FALSE;ReactomeOnly;yes
Q92989-Q9P2I0;Q92989;Q9P2I0;TRUE;FALSE;ReactomeOnly;yes
Q92989-Q9UKF6;Q92989;Q9UKF6;TRUE;TRUE;both;yes
Q08945-Q9Y5B9;Q08945;Q9Y5B9;TRUE;TRUE;both;yes
O00267-P63272;O00267;P63272;TRUE;TRUE;both;yes
Q15369-Q15370;Q15369;Q15370;TRUE;TRUE;both;yes
O75909-P50750;O75909;P50750;TRUE;TRUE;both;yes
P18615-Q8IXH7;P18615;Q8IXH7;TRUE;TRUE;both;yes
P18615-Q8WX92;P18615;Q8WX92;TRUE;TRUE;both;yes
P18615-Q9H3P2;P18615;Q9H3P2;TRUE;TRUE;both;yes
Q8IXH7-Q8WX92;Q8IXH7;Q8WX92;TRUE;TRUE;both;yes
Q8IXH7-Q9H3P2;Q8IXH7;Q9H3P2;TRUE;TRUE;both;yes
Q8WX92-Q9H3P2;Q8WX92;Q9H3P2;TRUE;TRUE;both;yes
O00267-O75909;O00267;O75909;TRUE;FALSE;ReactomeOnly;yes
O00267-P18615;O00267;P18615;TRUE;FALSE;ReactomeOnly;yes
O00267-P23193;O00267;P23193;TRUE;FALSE;ReactomeOnly;yes
O00267-P50750;O00267;P50750;TRUE;TRUE;both;yes
O00267-Q08945;O00267;Q08945;TRUE;FALSE;ReactomeOnly;yes
O00267-Q15369;O00267;Q15369;TRUE;FALSE;ReactomeOnly;yes
O00267-Q15370;O00267;Q15370;TRUE;FALSE;ReactomeOnly;yes
O00267-Q6P1J9;O00267;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
O00267-Q6PD62;O00267;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
O00267-Q7KZ85;O00267;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
O00267-Q8IXH7;O00267;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
O00267-Q8N7H5;O00267;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
O00267-Q8WVC0;O00267;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
O00267-Q8WX92;O00267;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
O00267-Q92541;O00267;Q92541;TRUE;FALSE;ReactomeOnly;yes
O00267-Q96ST2;O00267;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
O00267-Q9GZS3;O00267;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
O00267-Q9H3P2;O00267;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
O00267-Q9Y5B0;O00267;Q9Y5B0;TRUE;FALSE;ReactomeOnly;yes
O00267-Q9Y5B9;O00267;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
O75909-P13984;O75909;P13984;TRUE;FALSE;ReactomeOnly;yes
O75909-P18615;O75909;P18615;TRUE;FALSE;ReactomeOnly;yes
O75909-P19387;O75909;P19387;TRUE;FALSE;ReactomeOnly;yes
O75909-P19388;O75909;P19388;TRUE;FALSE;ReactomeOnly;yes
O75909-P23193;O75909;P23193;TRUE;FALSE;ReactomeOnly;yes
O75909-P24928;O75909;P24928;TRUE;FALSE;ReactomeOnly;yes
O75909-P30876;O75909;P30876;TRUE;FALSE;ReactomeOnly;yes
O75909-P35269;O75909;P35269;TRUE;FALSE;ReactomeOnly;yes
O75909-P36954;O75909;P36954;TRUE;FALSE;ReactomeOnly;yes
O75909-P52434;O75909;P52434;TRUE;FALSE;ReactomeOnly;yes
O75909-P52435;O75909;P52435;TRUE;FALSE;ReactomeOnly;yes
O75909-P62487;O75909;P62487;TRUE;FALSE;ReactomeOnly;yes
O75909-P63272;O75909;P63272;TRUE;FALSE;ReactomeOnly;yes
O75909-Q08945;O75909;Q08945;TRUE;FALSE;ReactomeOnly;yes
O75909-Q15369;O75909;Q15369;TRUE;FALSE;ReactomeOnly;yes
O75909-Q15370;O75909;Q15370;TRUE;FALSE;ReactomeOnly;yes
O75909-Q6P1J9;O75909;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
O75909-Q6PD62;O75909;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
O75909-Q7KZ85;O75909;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
O75909-Q8IXH7;O75909;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
O75909-Q8N7H5;O75909;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
O75909-Q8WVC0;O75909;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
O75909-Q8WX92;O75909;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
O75909-Q92541;O75909;Q92541;TRUE;FALSE;ReactomeOnly;yes
O75909-Q96ST2;O75909;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
O75909-Q9GZS3;O75909;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
O75909-Q9H3P2;O75909;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
O75909-Q9Y5B0;O75909;Q9Y5B0;TRUE;FALSE;ReactomeOnly;yes
O75909-Q9Y5B9;O75909;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P13984-P18615;P13984;P18615;TRUE;FALSE;ReactomeOnly;yes
P13984-P23193;P13984;P23193;TRUE;FALSE;ReactomeOnly;yes
P13984-P50750;P13984;P50750;TRUE;FALSE;ReactomeOnly;yes
P13984-P63272;P13984;P63272;TRUE;FALSE;ReactomeOnly;yes
P13984-Q08945;P13984;Q08945;TRUE;FALSE;ReactomeOnly;yes
P13984-Q15369;P13984;Q15369;TRUE;FALSE;ReactomeOnly;yes
P13984-Q15370;P13984;Q15370;TRUE;FALSE;ReactomeOnly;yes
P13984-Q6P1J9;P13984;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P13984-Q6PD62;P13984;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P13984-Q7KZ85;P13984;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P13984-Q8IXH7;P13984;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P13984-Q8N7H5;P13984;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P13984-Q8WVC0;P13984;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P13984-Q8WX92;P13984;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P13984-Q92541;P13984;Q92541;TRUE;FALSE;ReactomeOnly;yes
P13984-Q96ST2;P13984;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P13984-Q9GZS3;P13984;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P13984-Q9H3P2;P13984;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P13984-Q9Y5B0;P13984;Q9Y5B0;TRUE;TRUE;both;yes
P13984-Q9Y5B9;P13984;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P18615-P19387;P18615;P19387;TRUE;FALSE;ReactomeOnly;yes
P18615-P19388;P18615;P19388;TRUE;FALSE;ReactomeOnly;yes
P18615-P23193;P18615;P23193;TRUE;FALSE;ReactomeOnly;yes
P18615-P24928;P18615;P24928;TRUE;FALSE;ReactomeOnly;yes
P18615-P30876;P18615;P30876;TRUE;FALSE;ReactomeOnly;yes
P18615-P35269;P18615;P35269;TRUE;FALSE;ReactomeOnly;yes
P18615-P36954;P18615;P36954;TRUE;FALSE;ReactomeOnly;yes
P18615-P50750;P18615;P50750;TRUE;FALSE;ReactomeOnly;yes
P18615-P52434;P18615;P52434;TRUE;FALSE;ReactomeOnly;yes
P18615-P52435;P18615;P52435;TRUE;FALSE;ReactomeOnly;yes
P18615-P62487;P18615;P62487;TRUE;FALSE;ReactomeOnly;yes
P18615-P63272;P18615;P63272;TRUE;FALSE;ReactomeOnly;yes
P18615-Q08945;P18615;Q08945;TRUE;FALSE;ReactomeOnly;yes
P18615-Q15369;P18615;Q15369;TRUE;FALSE;ReactomeOnly;yes
P18615-Q15370;P18615;Q15370;TRUE;FALSE;ReactomeOnly;yes
P18615-Q6P1J9;P18615;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P18615-Q6PD62;P18615;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P18615-Q7KZ85;P18615;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P18615-Q8N7H5;P18615;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P18615-Q8WVC0;P18615;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P18615-Q92541;P18615;Q92541;TRUE;FALSE;ReactomeOnly;yes
P18615-Q96ST2;P18615;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P18615-Q9GZS3;P18615;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P18615-Q9Y5B0;P18615;Q9Y5B0;TRUE;FALSE;ReactomeOnly;yes
P18615-Q9Y5B9;P18615;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P19387-P23193;P19387;P23193;TRUE;FALSE;ReactomeOnly;yes
P19387-P50750;P19387;P50750;TRUE;FALSE;ReactomeOnly;yes
P19387-P63272;P19387;P63272;TRUE;FALSE;ReactomeOnly;yes
P19387-Q08945;P19387;Q08945;TRUE;FALSE;ReactomeOnly;yes
P19387-Q15369;P19387;Q15369;TRUE;FALSE;ReactomeOnly;yes
P19387-Q15370;P19387;Q15370;TRUE;FALSE;ReactomeOnly;yes
P19387-Q6P1J9;P19387;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P19387-Q6PD62;P19387;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P19387-Q7KZ85;P19387;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P19387-Q8IXH7;P19387;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P19387-Q8N7H5;P19387;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P19387-Q8WVC0;P19387;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P19387-Q8WX92;P19387;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P19387-Q92541;P19387;Q92541;TRUE;FALSE;ReactomeOnly;yes
P19387-Q96ST2;P19387;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P19387-Q9GZS3;P19387;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P19387-Q9H3P2;P19387;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P19387-Q9Y5B0;P19387;Q9Y5B0;TRUE;TRUE;both;yes
P19387-Q9Y5B9;P19387;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P19388-P23193;P19388;P23193;TRUE;FALSE;ReactomeOnly;yes
P19388-P50750;P19388;P50750;TRUE;FALSE;ReactomeOnly;yes
P19388-P63272;P19388;P63272;TRUE;FALSE;ReactomeOnly;yes
P19388-Q08945;P19388;Q08945;TRUE;FALSE;ReactomeOnly;yes
P19388-Q15369;P19388;Q15369;TRUE;FALSE;ReactomeOnly;yes
P19388-Q15370;P19388;Q15370;TRUE;FALSE;ReactomeOnly;yes
P19388-Q6P1J9;P19388;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P19388-Q6PD62;P19388;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P19388-Q7KZ85;P19388;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P19388-Q8IXH7;P19388;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P19388-Q8N7H5;P19388;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P19388-Q8WVC0;P19388;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P19388-Q8WX92;P19388;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P19388-Q92541;P19388;Q92541;TRUE;FALSE;ReactomeOnly;yes
P19388-Q96ST2;P19388;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P19388-Q9GZS3;P19388;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P19388-Q9H3P2;P19388;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P19388-Q9Y5B0;P19388;Q9Y5B0;TRUE;TRUE;both;yes
P19388-Q9Y5B9;P19388;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P23193-P24928;P23193;P24928;TRUE;FALSE;ReactomeOnly;yes
P23193-P30876;P23193;P30876;TRUE;FALSE;ReactomeOnly;yes
P23193-P35269;P23193;P35269;TRUE;FALSE;ReactomeOnly;yes
P23193-P36954;P23193;P36954;TRUE;FALSE;ReactomeOnly;yes
P23193-P50750;P23193;P50750;TRUE;FALSE;ReactomeOnly;yes
P23193-P52434;P23193;P52434;TRUE;FALSE;ReactomeOnly;yes
P23193-P52435;P23193;P52435;TRUE;FALSE;ReactomeOnly;yes
P23193-P62487;P23193;P62487;TRUE;FALSE;ReactomeOnly;yes
P23193-P63272;P23193;P63272;TRUE;FALSE;ReactomeOnly;yes
P23193-Q08945;P23193;Q08945;TRUE;FALSE;ReactomeOnly;yes
P23193-Q15369;P23193;Q15369;TRUE;FALSE;ReactomeOnly;yes
P23193-Q15370;P23193;Q15370;TRUE;FALSE;ReactomeOnly;yes
P23193-Q6P1J9;P23193;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P23193-Q6PD62;P23193;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P23193-Q7KZ85;P23193;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P23193-Q8IXH7;P23193;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P23193-Q8N7H5;P23193;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P23193-Q8WVC0;P23193;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P23193-Q8WX92;P23193;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P23193-Q92541;P23193;Q92541;TRUE;FALSE;ReactomeOnly;yes
P23193-Q96ST2;P23193;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P23193-Q9GZS3;P23193;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P23193-Q9H3P2;P23193;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P23193-Q9Y5B0;P23193;Q9Y5B0;TRUE;FALSE;ReactomeOnly;yes
P23193-Q9Y5B9;P23193;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P24928-P50750;P24928;P50750;TRUE;TRUE;both;yes
P24928-P63272;P24928;P63272;TRUE;FALSE;ReactomeOnly;yes
P24928-Q08945;P24928;Q08945;TRUE;FALSE;ReactomeOnly;yes
P24928-Q15369;P24928;Q15369;TRUE;FALSE;ReactomeOnly;yes
P24928-Q15370;P24928;Q15370;TRUE;FALSE;ReactomeOnly;yes
P24928-Q6P1J9;P24928;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P24928-Q6PD62;P24928;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P24928-Q7KZ85;P24928;Q7KZ85;TRUE;TRUE;both;yes
P24928-Q8IXH7;P24928;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P24928-Q8N7H5;P24928;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P24928-Q8WVC0;P24928;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P24928-Q8WX92;P24928;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P24928-Q92541;P24928;Q92541;TRUE;FALSE;ReactomeOnly;yes
P24928-Q96ST2;P24928;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P24928-Q9GZS3;P24928;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P24928-Q9H3P2;P24928;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P24928-Q9Y5B0;P24928;Q9Y5B0;TRUE;TRUE;both;yes
P24928-Q9Y5B9;P24928;Q9Y5B9;TRUE;TRUE;both;yes
P30876-P50750;P30876;P50750;TRUE;FALSE;ReactomeOnly;yes
P30876-P63272;P30876;P63272;TRUE;FALSE;ReactomeOnly;yes
P30876-Q08945;P30876;Q08945;TRUE;FALSE;ReactomeOnly;yes
P30876-Q15369;P30876;Q15369;TRUE;FALSE;ReactomeOnly;yes
P30876-Q15370;P30876;Q15370;TRUE;FALSE;ReactomeOnly;yes
P30876-Q6P1J9;P30876;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P30876-Q6PD62;P30876;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P30876-Q7KZ85;P30876;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P30876-Q8IXH7;P30876;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P30876-Q8N7H5;P30876;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P30876-Q8WVC0;P30876;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P30876-Q8WX92;P30876;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P30876-Q92541;P30876;Q92541;TRUE;FALSE;ReactomeOnly;yes
P30876-Q96ST2;P30876;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P30876-Q9GZS3;P30876;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P30876-Q9H3P2;P30876;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P30876-Q9Y5B0;P30876;Q9Y5B0;TRUE;TRUE;both;yes
P30876-Q9Y5B9;P30876;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P35269-P50750;P35269;P50750;TRUE;FALSE;ReactomeOnly;yes
P35269-P63272;P35269;P63272;TRUE;FALSE;ReactomeOnly;yes
P35269-Q08945;P35269;Q08945;TRUE;FALSE;ReactomeOnly;yes
P35269-Q15369;P35269;Q15369;TRUE;FALSE;ReactomeOnly;yes
P35269-Q15370;P35269;Q15370;TRUE;FALSE;ReactomeOnly;yes
P35269-Q6P1J9;P35269;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P35269-Q6PD62;P35269;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P35269-Q7KZ85;P35269;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P35269-Q8IXH7;P35269;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P35269-Q8N7H5;P35269;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P35269-Q8WVC0;P35269;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P35269-Q8WX92;P35269;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P35269-Q92541;P35269;Q92541;TRUE;FALSE;ReactomeOnly;yes
P35269-Q96ST2;P35269;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P35269-Q9GZS3;P35269;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P35269-Q9H3P2;P35269;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P35269-Q9Y5B0;P35269;Q9Y5B0;TRUE;TRUE;both;yes
P35269-Q9Y5B9;P35269;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P36954-P50750;P36954;P50750;TRUE;FALSE;ReactomeOnly;yes
P36954-P63272;P36954;P63272;TRUE;FALSE;ReactomeOnly;yes
P36954-Q08945;P36954;Q08945;TRUE;FALSE;ReactomeOnly;yes
P36954-Q15369;P36954;Q15369;TRUE;FALSE;ReactomeOnly;yes
P36954-Q15370;P36954;Q15370;TRUE;FALSE;ReactomeOnly;yes
P36954-Q6P1J9;P36954;Q6P1J9;TRUE;FALSE;ReactomeOnly;yes
P36954-Q6PD62;P36954;Q6PD62;TRUE;FALSE;ReactomeOnly;yes
P36954-Q7KZ85;P36954;Q7KZ85;TRUE;FALSE;ReactomeOnly;yes
P36954-Q8IXH7;P36954;Q8IXH7;TRUE;FALSE;ReactomeOnly;yes
P36954-Q8N7H5;P36954;Q8N7H5;TRUE;FALSE;ReactomeOnly;yes
P36954-Q8WVC0;P36954;Q8WVC0;TRUE;FALSE;ReactomeOnly;yes
P36954-Q8WX92;P36954;Q8WX92;TRUE;FALSE;ReactomeOnly;yes
P36954-Q92541;P36954;Q92541;TRUE;FALSE;ReactomeOnly;yes
P36954-Q96ST2;P36954;Q96ST2;TRUE;FALSE;ReactomeOnly;yes
P36954-Q9GZS3;P36954;Q9GZS3;TRUE;FALSE;ReactomeOnly;yes
P36954-Q9H3P2;P36954;Q9H3P2;TRUE;FALSE;ReactomeOnly;yes
P36954-Q9Y5B0;P36954;Q9Y5B0;TRUE;TRUE;both;yes
P36954-Q9Y5B9;P36954;Q9Y5B9;TRUE;FALSE;ReactomeOnly;yes
P50750-P52434;P50750;P52434;TRUE;FALSE;ReactomeOnly;yes
P50750-P52435;P50750;P52435;TRUE;FALSE;ReactomeOnly;yes
P50750-P62487;P50750;P62487;TRUE;FALSE;ReactomeOnly;yes
P50750-P63272;P50750;P63272;TRUE;FALSE;ReactomeOnly;yes
P50750-Q08945;P50750;Q08945;TRUE;FALSE;ReactomeOnly;yes
P50750-Q15369;P50750;Q15369;TRUE;FALSE;ReactomeOnly;yes
P50750-Q15370;P50750;Q15370;TRUE;FALSE;ReactomeOnly;yes
